"student","school","time","female","ses","public","suspension","platform","math"
13222,178,2,0,6,1,0.142,0,47.9
13222,178,3,0,5,1,0.126,0,53.4
13234,504,0,1,5,1,0.004,0,53.9
13234,504,1,1,3,1,0.034,0,61.5
13234,504,2,1,8,1,0.022,0,62.6
13234,504,3,1,6,1,0.042,0,68.7
13335,506,0,0,5,1,0.026,0,21.1
13335,506,1,0,6,1,0.042,0,37.1
13335,506,2,0,4,1,0.01,0,34.2
13335,506,3,0,5,1,0.042,0,45.8
13348,178,0,0,6,1,0.009,0,52.7
13348,178,1,0,5,1,0.187,0,78.3
13348,178,2,0,5,1,0.142,0,73.1
13348,178,3,0,5,1,0.126,0,74.2
13377,21,0,0,7,0,0.017,1,60.8
13377,21,1,0,6,0,0.163,1,64.3
13377,21,2,0,4,0,0.205,1,84
13377,21,3,0,7,0,0.151,1,98.4
13410,660,0,0,6,1,0.006,0,53.6
13410,660,1,0,5,1,0.064,0,71.6
13410,660,2,0,3,1,0.062,0,72.3
13410,660,3,0,5,1,0.046,0,79.5
13433,77,0,1,7,0,0.006,1,57.8
13433,84,1,1,8,1,0.33,0,57.1
13433,84,2,1,6,1,0.39,0,69
13433,84,3,1,7,1,0.328,0,69.2
13439,258,0,0,5,0,0.003,1,68.7
13439,282,1,0,5,1,0.035,0,68.3
13439,282,2,0,6,1,0.06,0,77.9
13439,282,3,0,6,1,0.071,0,84.3
13443,258,0,0,5,0,0.003,1,66.4
13443,282,1,0,2,1,0.035,0,75.8
13443,282,2,0,3,1,0.06,0,81.8
13443,282,3,0,5,1,0.071,0,83.1
13483,1018,0,1,6,1,0.023,0,66.4
13483,1018,1,1,5,1,0.118,0,75.8
13483,1018,2,1,6,1,0.133,0,67.9
13483,1018,3,1,4,1,0.134,0,77
13507,98,0,1,7,0,0.005,1,52.2
13507,106,1,1,6,1,0.108,1,54.3
13507,106,2,1,3,1,0.073,1,61.2
13507,106,3,1,3,1,0.056,1,63.4
13509,448,0,1,4,0,0.01,0,62.3
13509,448,1,1,4,0,0.049,0,66.6
13509,448,2,1,5,0,0.077,0,67.9
13509,448,3,1,7,0,0.03,0,78.3
13517,660,0,0,3,1,0.006,0,29.4
13517,660,1,0,2,1,0.064,0,37.4
13517,660,2,0,5,1,0.089,0,47.5
13517,660,3,0,6,1,0.074,0,53.4
13520,133,0,0,4,1,0.005,1,43
13520,133,1,0,4,1,0.017,1,56.3
13520,133,2,0,5,1,0.035,1,61.8
13520,133,3,0,5,1,0.031,1,66.4
13568,963,0,0,6,0,0.155,0,47.8
13568,963,1,0,4,0,0.124,0,50.7
13568,963,2,0,4,0,0.175,0,69
13568,963,3,0,5,0,0.218,0,61.1
13594,1110,0,1,5,1,0.034,0,47.2
13594,1110,1,1,6,1,0.242,0,54.3
13594,1110,2,1,4,1,0.198,0,56.7
13594,1110,3,1,4,1,0.213,0,67.5
13602,448,0,1,5,0,0.01,0,45.5
13602,448,1,1,7,0,0.201,0,57.1
13602,448,2,1,7,0,0.116,0,55.9
13602,448,3,1,5,0,0.186,0,55
13604,309,0,0,6,1,0.021,0,37.8
13604,309,1,0,3,1,0.091,0,33.8
13604,309,2,0,4,1,0.058,0,47.5
13604,309,3,0,6,1,0.046,0,53.4
13626,99,0,0,6,0,0.003,1,50.8
13626,106,1,0,5,1,0.108,1,50.7
13626,106,2,0,3,1,0.073,1,58.7
13626,106,3,0,5,1,0.056,1,67.8
13633,258,0,0,5,0,0.003,1,84.7
13633,282,1,0,4,1,0.035,0,83
13633,282,2,0,6,1,0.06,0,76.3
13633,282,3,0,6,1,0.071,0,82
13634,52,0,0,5,1,0.003,0,60.8
13634,52,1,0,6,1,0.055,0,78.3
13634,52,2,0,4,1,0.076,0,81.8
13634,52,3,0,4,1,0.034,0,90.7
13657,81,0,1,4,1,0.112,0,35
13657,81,1,1,6,1,0.33,0,38.7
13657,81,2,1,6,1,0.39,0,36.2
13657,81,3,1,5,1,0.328,0,45.8
13664,258,0,1,5,0,0.003,1,62.3
13664,282,1,1,4,1,0.035,0,61.9
13664,282,2,1,5,1,0.06,0,66.7
13664,282,3,1,7,1,0.071,0,78.3
13706,21,0,1,5,0,0.017,1,52.2
13706,21,1,1,6,0,0.163,1,61.5
13706,21,2,1,5,0,0.205,1,61.8
13706,21,3,1,8,0,0.151,1,70.6
13736,121,0,1,5,1,0.024,0,93.9
13736,121,1,1,3,1,0.083,0,79.1
13736,121,2,1,3,1,0.116,0,89.9
13736,121,3,1,5,1,0.075,0,87
13828,1110,0,0,5,1,0.034,0,35
13828,1110,1,0,4,1,0.381,0,32.3
13828,1110,2,0,4,1,0.337,0,37.5
13828,1110,3,0,6,1,0.33,0,45.8
13841,1104,0,1,5,0,0.014,0,42.2
13841,1111,1,1,4,1,0.242,0,49.1
13841,1111,2,1,6,1,0.198,0,56.7
13841,1111,3,1,5,1,0.213,0,64.7
13847,1038,0,1,2,0,0.016,1,37.8
13847,1048,1,1,3,1,0.076,1,49.1
13847,1048,2,1,4,1,0.073,1,41.5
13847,1048,3,1,7,1,0.107,1,59.8
13858,315,0,1,6,1,0.003,0,41.4
13858,299,1,1,3,1,0.029,0,46.6
13858,299,2,1,5,1,0.054,0,51.1
13858,299,3,1,5,1,0.052,0,63.1
13866,81,0,1,3,1,0.112,0,42.2
13866,84,1,1,3,1,0.33,0,45.1
13866,84,2,1,4,1,0.39,0,56.2
13866,84,3,1,3,1,0.328,0,60.3
13886,1006,0,0,5,1,0.022,0,34.7
13886,1006,1,0,5,1,0.3,0,49.9
13886,1006,2,0,5,1,0.301,0,51.1
13886,1006,3,0,5,1,0.315,0,53.1
13897,139,0,0,5,1,0.021,0,85.9
13897,139,1,0,4,1,0.076,0,78.3
13897,139,2,0,4,1,0.07,0,83.2
13897,139,3,0,4,1,0.054,0,100.3
13939,1104,0,0,8,0,0.014,0,80.3
13939,1111,1,0,6,1,0.242,0,69.1
13939,1111,2,0,3,1,0.198,0,75.1
13939,1111,3,0,5,1,0.213,0,90.7
13941,99,0,0,6,0,0.003,1,62.3
13941,106,1,0,4,1,0.108,1,55.1
13941,106,2,0,5,1,0.073,1,49.5
13941,106,3,0,6,1,0.056,1,60.3
13965,121,0,1,6,1,0.024,0,47.5
13965,121,1,1,5,1,0.083,0,57.1
13965,121,2,1,4,1,0.116,0,52.3
13965,121,3,1,5,1,0.075,0,59.1
13975,1104,0,0,2,0,0.014,0,43
13975,1111,1,0,4,1,0.242,0,47.4
13975,1111,2,0,5,1,0.198,0,55.4
13975,1111,3,0,5,1,0.213,0,61.9
14004,139,0,1,5,1,0.021,0,39.4
14004,139,1,1,2,1,0.076,0,50.7
14004,139,2,1,6,1,0.07,0,52.3
14004,139,3,1,7,1,0.054,0,55.9
14030,81,0,0,1,1,0.112,0,44.2
14030,81,1,0,4,1,0.33,0,53.5
14030,81,2,0,5,1,0.39,0,57.9
14030,81,3,0,6,1,0.328,0,57.8
14079,194,0,0,4,1,0.004,0,44.2
14079,282,1,0,3,1,0.035,0,45.1
14079,282,2,0,5,1,0.06,0,45.9
14079,282,3,0,9,1,0.071,0,43.9
14106,898,0,0,3,1,0.083,1,53.6
14106,898,1,0,5,1,0.063,1,42.7
14106,898,2,0,4,1,0.069,1,47.5
14106,898,3,0,6,1,0.221,1,46.7
14171,1078,0,0,5,1,0.018,0,55
14171,1078,1,0,5,1,0.164,0,75.8
14171,1078,2,0,5,1,0.144,0,77.9
14171,1078,3,0,5,1,0.123,0,88.7
14174,1110,0,0,2,1,0.034,0,52.7
14174,1111,1,0,6,1,0.242,0,56.3
14174,1111,2,0,5,1,0.198,0,64.6
14174,1111,3,0,6,1,0.213,0,78.3
14181,1110,0,1,5,1,0.034,0,49.9
14181,1111,1,1,5,1,0.242,0,60.7
14181,1111,2,1,6,1,0.198,0,66.7
14181,1111,3,1,2,1,0.213,0,71.1
14216,24,0,1,5,1,0.025,1,44.2
14216,24,1,1,5,1,0.137,1,56.3
14216,24,2,1,6,1,0.085,1,55.1
14216,24,3,1,4,1,0.108,1,61.4
14229,677,0,0,5,1,0.002,0,76.4
14229,677,1,0,6,1,0.005,0,71.6
14229,677,2,0,3,1,0.01,0,67.9
14229,677,3,0,4,1,0.012,0,70.3
14231,647,0,0,4,1,0.055,1,27.8
14231,647,1,0,4,1,0.15,1,35.1
14231,647,2,0,5,1,0.135,1,47
14231,647,3,0,6,1,0.185,1,55
14238,103,0,0,5,1,0.007,0,38.6
14238,103,1,0,5,1,0.061,0,40.2
14238,103,2,0,7,1,0.032,0,48.7
14238,103,3,0,7,1,0.042,0,46.7
14272,98,0,1,3,0,0.005,1,43
14272,106,1,1,6,1,0.108,1,38.2
14272,106,2,1,4,1,0.073,1,43.9
14272,106,3,1,5,1,0.056,1,58.6
14367,515,0,0,6,0,0.036,1,44.2
14367,519,1,0,6,1,0.168,0,49.1
14367,519,2,0,5,1,0.189,0,55.1
14367,519,3,0,5,1,0.113,0,65
14418,387,0,1,6,0,0.087,1,16.3
14418,387,1,1,3,0,0.109,1,38.7
14418,388,2,1,6,1,0.176,0,40.3
14418,282,3,1,5,1,0.071,0,46.7
14421,81,0,0,6,1,0.112,0,58.6
14421,84,1,0,4,1,0.33,0,58.3
14421,84,2,0,6,1,0.39,0,56.2
14421,84,3,0,5,1,0.328,0,59.1
14423,387,0,0,3,0,0.087,1,19.9
14423,387,1,0,5,0,0.204,1,40.2
14423,387,2,0,4,0,0.26,1,51.1
14423,387,3,0,5,0,0.212,1,57.5
14433,666,0,1,5,1,0.017,0,23.5
14433,666,1,1,3,1,0.065,0,27.4
14433,666,2,1,5,1,0.12,0,33.1
14433,666,3,1,5,1,0.097,0,41.4
14448,99,0,1,5,0,0.003,1,49.1
14448,106,1,1,6,1,0.108,1,50.7
14448,106,2,1,5,1,0.073,1,58.7
14448,106,3,1,6,1,0.056,1,64.2
14493,1108,0,0,4,1,0.03,0,33.9
14493,1108,1,0,4,1,0.271,0,44.3
14493,1108,2,0,5,1,0.241,0,54.3
14493,1108,3,0,6,1,0.238,0,62.8
14494,99,0,1,3,0,0.003,1,44.2
14494,106,1,1,3,1,0.108,1,49.9
14494,106,2,1,4,1,0.073,1,48.7
14494,106,3,1,6,1,0.056,1,60.6
14532,666,0,1,3,1,0.017,0,28.6
14532,666,1,1,5,1,0.141,0,38.2
14532,666,2,1,6,1,0.2,0,41.5
14532,666,3,1,4,1,0.12,0,51.4
14552,387,0,0,4,0,0.087,1,37.8
14552,387,1,0,6,0,0.109,1,47.4
14552,388,2,0,5,1,0.176,0,48.7
14552,388,3,0,3,1,0.447,0,55.9
14562,194,0,0,3,1,0.004,0,85.9
14562,193,1,0,5,1,0.098,0,85.8
14562,193,2,0,6,1,0.062,0,89.9
14562,193,3,0,5,1,0.046,0,104.8
14571,586,0,1,5,1,0.017,0,67.8
14571,586,1,1,5,1,0.099,0,79.1
14571,586,2,1,7,1,0.132,0,74.6
14571,586,3,1,4,1,0.108,0,83.1
14604,101,0,0,6,0,0.004,1,65.9
14604,104,1,0,4,1,0.07,1,68.3
14604,104,2,0,4,1,0.066,1,74.6
14604,104,3,0,6,1,0.042,1,85.6
14611,1104,0,1,4,0,0.014,0,31.1
14611,1111,1,1,7,1,0.242,0,49.1
14611,1111,2,1,5,1,0.198,0,45.9
14611,1111,3,1,6,1,0.213,0,58.6
14617,81,0,0,7,1,0.112,0,67.8
14617,84,1,0,7,1,0.33,0,75.8
14617,84,2,0,5,1,0.39,0,77.9
14617,84,3,0,3,1,0.328,0,80.6
